,A549 TP53-/-,,,A549 TP53 WT,,,LXF289 DOX-IC25,,,LXF289 DOX-IC50,,
Gene,time 9,time 12,time 15,time 9,time 12,time 15,time 5,time 10,time 15,time 5,time 10,time 15
PIGW,0.16632,0.19195,-0.17616,0.5435,-0.4306,0.077295,-0.15665,-0.17478,-0.17389,-0.083452,-0.090549,-0.29525
PIGX,-0.10802,-0.29225,0.048958,0.11206,0.33779,-0.1863,-0.11405,-0.045545,-0.25237,0.073851,-0.13839,-0.051168
PIGY,-0.42797,-0.61678,-0.38448,0.18125,-0.0067656,-0.57486,-0.15545,0.15436,0.2168,0.065724,-0.03656,0.13059
PIGZ,0.13695,-0.16146,0.41691,0.13979,0.09181,0.309,-0.06137,0.26213,0.11837,-0.12348,0.10542,-0.0052852
PIH1D1,-0.45324,-0.41803,0.25826,0.26297,0.29175,0.35798,-0.0011171,0.076823,0.18718,0.039879,0.051222,0.091336
PIH1D2,-0.21048,-0.20253,0.012657,0.13188,-0.25838,-0.1612,-0.086242,-0.046247,-0.022178,0.061706,-0.061006,-0.058382
PIH1D3,-0.014223,-0.19758,-0.069648,-0.049724,-0.048414,0.0011955,-0.04216,-0.16184,0.058598,0.11171,-0.28686,-0.085075
PIK3AP1,0.040782,0.56515,0.25443,0.54518,-0.1125,-0.99724,-0.072644,-0.25322,0.3441,0.16944,-0.42064,0.029353
PIK3C2A,0.087211,-0.2316,-0.23778,0.15276,-0.22839,-0.18535,0.16352,-0.0047648,0.21894,0.081577,0.12153,0.35971
PIK3C2B,0.052975,0.16334,0.049715,0.1931,0.20357,-0.24937,0.02212,-0.18826,-0.09277,0.034027,0.0064487,-0.0073397
PIK3C2G,-0.088153,-0.083772,-0.68936,-0.23494,0.23574,-0.18877,-0.26749,-0.24158,-0.032495,-0.30844,-0.13694,-0.073048
PIK3C3,0.25447,0.54544,0.10049,0.8138,0.70345,-0.15183,0.027699,0.047654,0.18881,-0.030568,0.3152,0.30274
PIK3CA,0.22494,-0.14275,-0.74355,0.54757,-0.27645,-0.14332,0.14407,0.074804,0.021754,0.17061,0.047735,-0.015943
PIK3CB,-0.0040893,-0.19893,-0.040548,-0.038603,0.38779,-0.17658,-0.076119,0.062601,0.025793,0.08421,0.2851,-0.14601
PIK3CD,-0.23485,-0.062341,0.20059,0.23997,0.12107,-0.072995,0.067689,0.029428,-0.09122,0.21044,-0.076579,-0.43202
PIK3CG,-0.25244,0.076957,0.23606,0.14347,0.47627,0.14071,-0.16521,0.21517,0.11744,0.043694,-0.20838,-0.042781
PIK3IP1,0.21872,0.043709,0.10489,0.19021,-0.029668,-0.52162,0.063129,-0.14384,-0.19745,0.010871,-0.049613,0.01324
PIK3R1,-0.071439,0.12916,-0.073936,0.22303,-0.0092393,0.0076069,-0.1448,-0.15177,0.19517,0.064566,-0.22195,-0.30094
PIK3R2,0.17077,0.27155,0.18826,-0.11398,0.10114,-0.60978,-0.19843,-0.33122,-0.22005,-0.14832,-0.25192,0.0083339
PIK3R3,0.025441,-0.053824,0.11395,0.22976,-0.087248,0.33965,0.1222,-0.070962,-0.11977,0.01399,-0.030674,-0.028363
PIK3R4,0.24291,0.33069,0.74152,0.30187,0.52597,-0.90468,0.19299,0.11418,0.034648,-0.021836,0.17161,0.33088
PIK3R5,-0.15263,0.21376,-0.33483,0.60585,0.098365,0.303,-0.020131,0.11157,0.05759,0.013425,0.38327,-0.042648
PIK3R6,-0.1824,0.21571,0.24321,0.13991,0.12831,-0.041243,0.064438,0.16465,-0.1024,0.053744,-0.17433,-0.19738
PIKFYVE,0.10292,0.098038,-0.17065,0.72488,0.76448,-0.39873,-0.0018771,-0.084857,0.26019,0.014931,-0.018929,-0.045001
PILRA,0.11708,0.15877,-0.035548,0.16129,-0.10205,-0.091689,-0.030167,0.056196,0.035801,0.032889,-0.0043162,0.0085457
PILRB,-0.095693,0.2115,0.23728,-0.064395,0.052339,0.084456,-0.2436,-0.0029201,-0.24246,0.063645,0.02541,-0.21669
PIM1,-0.096686,-0.16158,-0.44315,0.49628,-0.013233,0.42779,-0.073334,-0.047779,0.084744,0.15278,0.0648,0.15666
PIM2,-0.14211,-0.033681,-0.35259,0.091069,0.059353,0.44662,-0.11701,0.25195,0.033927,-0.097596,0.0040602,-0.042802
PIM3,0.13658,0.25138,0.16878,0.051224,-0.012605,-0.33399,0.028005,0.046435,-0.13894,0.035839,0.04779,-0.18143
PIN1,-0.075301,-0.047911,0.26875,0.29167,0.027435,0.22486,-0.057629,0.045133,0.1667,0.14164,0.027106,0.12673
PIN4,0.013124,0.25553,0.14048,0.18425,0.244,-0.14991,-0.11542,0.12008,-0.13606,-0.16341,-0.059192,-0.078005
PINK1,0.26597,-0.42688,0.34723,0.23742,0.28568,-0.30889,0.19352,0.25806,0.0039303,0.10007,0.080817,0.00078377
PINLYP,0.08688,0.54422,0.25127,0.51011,0.24747,-0.14058,-0.10345,0.039551,-0.19043,-0.19331,-0.010639,0.20144
PINX1,-0.005176,0.18248,-0.07909,0.30517,-0.41508,-0.066527,-0.24804,-0.27479,-0.12773,-0.19504,0.08783,0.13499
PIP,0.04043,-0.087198,0.22616,0.26917,0.01106,0.30737,0.19409,0.06903,-0.20747,0.047833,-0.072178,-0.17676
PIP4K2A,0.15395,-0.15281,-0.069769,0.28502,0.15874,0.42324,-0.088532,0.01061,0.21945,-0.14872,-0.092718,0.034528
PIP4K2B,-0.049208,0.22293,0.47696,0.64709,-0.0055137,-0.26297,-0.19014,0.13414,0.028962,0.10298,0.01958,-0.25158
PIP4K2C,0.18742,0.3363,0.29637,0.32878,0.15722,-0.62445,0.03312,-0.41403,0.3327,0.035203,-0.21657,0.20322
PIP5K1A,0.23396,-0.1864,-0.097934,0.36177,-0.31221,-0.47864,0.11976,0.40435,-0.2975,0.03335,0.23077,0.55354
PIP5K1B,-0.11655,-0.22442,0.26238,0.13768,0.0084402,0.40764,0.13475,-0.14453,0.049991,0.15091,0.0071317,-0.038708
PIP5K1C,-0.29679,0.061388,0.031383,-0.0094676,0.16988,-0.24969,-0.032053,-0.1006,-0.07505,-0.022388,-0.090344,-0.31498
PIP5KL1,0.059386,0.018128,0.039107,-0.012995,-0.2955,0.17126,-0.012106,0.18707,0.35179,0.07918,0.19928,0.25046
PIPOX,0.15531,-0.033179,-0.28157,0.082043,-0.0059531,0.31174,0.16597,-0.18931,-0.21911,-0.081117,-0.13215,-0.62119
PIR,-0.027483,-0.2837,0.16284,0.32779,-0.16285,-0.037648,0.072973,-0.095338,-0.2333,-0.0055053,-0.069684,-0.24467
PIRT,-0.11746,0.19298,0.44264,0.21068,-0.25731,0.0011912,-0.056668,0.085029,-0.13043,-0.08901,0.20247,-0.13235
PISD,0.12673,0.13283,-0.036377,0.5426,0.34998,-0.45287,-0.050974,-0.083901,-0.21953,-0.098077,-0.12168,-0.14336
PITHD1,0.18564,-0.12503,0.38221,0.0074134,0.14866,0.23175,0.054372,0.15944,0.13393,-0.054478,0.18816,-0.14706
PITPNA,-0.00024655,-0.0895,0.47024,-0.17457,-0.046561,0.12409,0.041662,0.107,0.034895,0.033679,0.33752,0.15015
PITPNB,-0.09731,0.9787,0.4309,0.18439,0.16785,-0.60454,0.052244,0.20484,0.26217,-0.09098,-0.28716,0.097642
PITPNC1,0.3752,0.6569,0.42112,0.23084,-0.38285,0.46697,0.22433,-0.10811,0.16609,-0.084965,-0.15973,-0.10597
PITPNM1,0.038032,0.16027,0.097155,0.43077,0.2213,-0.088559,-0.19797,0.12768,0.027697,-0.14805,0.16054,-0.050208
PITPNM2,-0.10561,0.15016,-0.52444,0.31561,-0.080913,0.18803,0.18618,0.023419,-0.24229,0.019241,-0.23545,-0.23582
PITPNM3,0.049526,-0.01173,0.08575,0.38543,0.21212,0.28473,0.017134,0.0022894,-0.063059,-0.13606,-0.026928,-0.064062
PITRM1,-0.090745,0.29918,0.040151,0.33722,-0.051574,0.41083,-0.051126,0.12732,0.25687,0.12454,-0.065828,-0.16111
PITX1,0.0039076,0.21998,0.060692,0.48597,-0.41166,0.58336,0.104,0.29017,0.11645,0.1184,-0.00059055,0.058163
PITX2,0.0031526,0.25053,0.34129,0.48568,-0.085808,-0.21584,0.02011,0.069203,-0.15338,-0.022673,-0.085224,-0.013239
PITX3,-0.21034,-0.028724,0.35102,0.40648,0.21139,-0.26201,0.13108,0.18133,0.17586,-0.037826,0.089253,0.058407
PIWIL1,0.27542,0.12964,0.2198,0.24876,-0.20819,0.13634,0.2408,0.1527,-0.02319,0.16118,0.032478,-0.2936
PIWIL2,-0.086779,0.13825,0.27537,-0.060354,0.091441,-1.115,0.059851,-0.10791,0.1114,0.11066,-0.056057,-0.016144
PIWIL3,-0.13289,0.15894,0.014793,0.16414,0.12661,-0.45351,-0.088498,-0.1757,-0.044911,-0.024359,-0.079354,-0.017339
PIWIL4,0.3587,-0.39708,0.0081907,0.045011,-0.038063,0.096851,-0.20522,0.2797,-0.10976,8.3383e-05,0.44685,-0.36624
PJA1,-0.1337,-0.25255,-0.65448,0.28935,-0.37726,0.20258,-0.34575,-0.0083639,-0.23999,-0.077056,-0.11092,-0.38235
PJA2,-0.21301,0.15151,-0.27834,0.066834,0.067726,0.10045,-0.070235,-0.012157,-0.17756,0.076687,0.0012185,-0.063269
PKD1,-0.081761,0.053657,-0.093963,0.49304,0.23517,-0.32248,0.2,0.11638,0.029548,0.17732,-0.18922,-0.18053
PKD1L1,0.062255,-0.41995,-0.43783,0.16968,-0.16013,0.4526,0.19263,0.069871,0.14448,0.12589,0.23613,-0.0012562
PKD1L2,0.30115,-0.29885,0.25389,0.014899,-0.28611,0.42929,0.2015,0.30814,0.17449,-0.0064313,0.43708,0.44821
PKD1L3,0.20589,-0.10582,0.19136,0.16546,0.12666,-0.30357,0.081153,-0.049342,-0.19154,0.09671,0.11976,0.007239
PKD2,0.15975,-0.023221,0.14859,0.23922,-0.1008,0.0098615,0.038021,-0.019169,-0.20898,0.046741,-0.15508,-0.40408
PKD2L1,0.0008535,0.60782,0.44805,0.37626,0.037954,0.33058,0.046051,0.10704,-0.064084,0.1101,-0.11958,-0.10582
PKD2L2,0.00081874,0.21264,0.11427,0.42875,0.27416,0.22426,0.082095,-0.022574,-0.087636,0.20337,0.035516,-7.8793e-06
PKDCC,0.10993,-0.094091,0.3586,0.017574,-0.033769,0.18787,-0.0124,0.11611,0.054117,-0.29318,-0.045028,-0.010059
PKDREJ,-0.089261,-0.042433,0.14754,0.65617,0.061096,-0.38783,0.15773,0.061277,0.14415,0.24608,0.30762,0.04999
PKHD1,0.19963,0.58693,0.36973,0.2902,-0.41666,-0.5221,0.19823,-0.34472,0.20286,0.30366,-0.099705,0.14906
PKHD1L1,0.013911,0.29046,-0.098561,-0.12065,-0.1432,0.38063,-0.053151,-0.068677,0.059591,0.018244,0.038491,0.057099
PKIA,0.26796,0.32072,0.3127,0.54457,0.30596,-0.27448,0.0096479,0.1232,0.1105,-0.021543,0.30683,0.13099
PKIB,-0.30562,0.22931,-0.050682,0.088832,-0.16248,0.23002,-0.02634,-0.21396,-0.24102,-0.11183,-0.024802,-0.17529
PKIG,0.087985,0.28137,0.041398,-0.011019,-0.049615,-0.0016105,-0.048726,0.0044722,-0.02158,0.018619,-0.11876,-0.10071
PKLR,0.5271,0.38447,0.17688,0.37158,0.14422,-0.299,-0.079243,-0.12748,-0.015093,-0.096004,-0.034357,-0.035301
PKM,-0.10912,-0.035755,0.19114,0.21462,0.26234,0.46498,-0.040544,0.14315,-0.013201,-0.11137,0.1615,0.15288
PKMYT1,-0.15312,0.20539,0.20163,0.76068,0.87521,0.13024,0.056519,0.045817,-0.042605,0.14082,-0.044937,-0.23323
PKN1,0.044806,-0.24365,-0.12889,0.13147,0.28188,0.002222,0.052744,-0.09439,-0.058566,0.087925,-0.01517,-0.21226
PKN2,0.30705,0.68381,0.33217,0.42062,-0.095243,0.1167,0.076976,0.19685,0.25689,0.010451,0.39022,0.55596
PKN3,-0.035852,-0.31205,-0.068811,0.22969,0.37758,-0.17075,0.023658,-0.089046,0.040449,0.016502,-0.1123,-0.03221
PKNOX1,0.025821,0.16549,-0.059469,0.28752,-0.35638,0.43998,-0.08107,0.027726,0.059111,-0.27207,-0.080945,-0.089571
PKNOX2,-0.01932,-0.029892,-0.34136,0.43233,0.62924,0.63212,-0.01508,-0.26798,-0.1592,0.10462,-0.25747,-0.12704
PKP1,-0.082155,-0.18152,0.078129,0.39018,-0.09143,-0.34241,-0.00063665,-0.039695,-0.030596,-0.060128,-0.16643,0.050952
PKP2,0.34844,0.32806,0.10451,-0.15196,0.41575,-0.25076,0.019356,0.015722,0.0080587,0.10148,-0.0080947,0.042702
PKP3,-0.21848,0.043691,-0.42449,0.25148,0.15267,-0.39229,0.068378,-0.30094,-0.15752,-0.1582,-0.06379,-0.26272
PKP4,0.38016,-0.39686,-0.45079,0.12624,-0.31425,-0.011584,0.61211,0.46895,0.13119,0.29022,0.152,0.066091
PLA1A,0.086321,0.022478,0.17389,0.045329,0.24601,-0.36187,0.15322,0.0071864,0.054488,0.12828,-0.14277,-0.1273
PLA2G1B,-0.08576,0.34419,0.36407,0.30598,0.53103,-0.073508,-0.27123,-0.058977,0.1671,0.012517,-0.0071313,0.24519
PLA2G2A,-0.36719,0.33218,-0.3229,0.3105,-0.12812,-0.0033571,-0.0053153,-0.30573,0.10511,-0.092787,-0.24896,0.060816
PLA2G2C,-0.12429,0.0051789,-0.42359,0.030206,-0.10133,-0.065442,0.027567,0.32549,-0.089422,-0.034407,0.14975,-0.16026
PLA2G2D,-0.40111,0.35482,0.23902,0.2051,-0.10307,-0.47325,-0.063348,-0.13831,-0.099454,-0.2418,0.013474,0.040673
PLA2G2E,0.010735,0.21132,-0.10483,0.16056,-0.073586,-0.060956,-0.041458,-0.041743,-0.012188,0.028659,-0.12092,-0.024864
PLA2G2F,-0.22643,0.26818,0.24185,0.093578,-0.1881,0.27267,0.059622,0.14089,-0.029236,-0.018331,0.19009,0.1202
PLA2G3,0.048614,0.12752,0.11166,0.16447,-0.22149,-0.024844,0.038249,0.13155,-0.22683,0.083118,0.23784,-0.0023042
PLA2G4A,0.12144,-0.12386,-0.15617,0.19114,0.15101,-0.01941,0.071288,-0.025298,0.092918,0.028051,0.15656,0.14784
PLA2G4B,0.10817,0.48624,-0.063744,0.11049,-0.15719,0.35037,-0.047902,0.01509,0.12261,0.060785,-0.064243,0.041152
PLA2G4C,-0.20604,-0.15289,-0.0053619,0.31611,0.32818,-0.2896,-0.11302,-0.11884,-0.064922,0.17195,0.17897,-0.035588
PLA2G4D,-0.23532,0.066351,-0.59717,0.19656,-0.27547,0.10473,0.089651,0.06244,-0.073813,0.046862,0.060429,0.086131
PLA2G4E,-0.018966,0.20153,0.55899,0.17374,-0.51324,-0.23265,0.018955,0.20439,-0.0030994,-0.090897,-0.23732,0.23408
PLA2G4F,-0.33768,-0.015036,-0.32416,0.31891,-0.074806,0.47612,0.1374,-0.16179,0.030646,0.16225,-0.07252,-0.0070629
PLA2G5,0.60218,0.43425,0.060323,0.52442,0.33852,-0.33511,0.15139,0.053866,0.162,-0.022673,0.23071,0.11779
PLA2G6,0.58513,0.01243,0.032992,0.28318,0.26557,0.044827,-0.0071507,-0.052591,-0.19415,0.075373,-0.0852,-0.21297
PLA2G7,-0.19387,0.31404,0.13215,0.17844,0.43127,0.59669,0.11382,-0.26736,0.1309,0.36348,0.048703,0.031177
PLA2G10,0.35584,0.76778,0.29141,1.4207,0.95843,-1.1538,0.089471,-0.00029259,-0.21886,-0.11346,0.098476,-0.2219
PLA2G12A,-0.23443,-0.17209,-0.039975,0.24868,-0.13505,0.30947,0.039744,-0.014782,0.16897,-0.089869,-0.064318,-0.021864
PLA2G12B,-0.23513,0.13377,0.24346,0.24104,-0.65135,-0.15844,0.091112,-0.12766,-0.09959,0.046408,-0.13129,-0.12025
PLA2G15,-0.072448,-0.22955,0.04442,0.21222,-0.14372,0.0069112,0.010287,0.0024132,0.041615,-0.044357,0.1803,0.13557
PLA2G16,-0.032679,0.29113,0.62074,0.16844,0.0093776,0.18389,0.14129,0.048021,0.16709,-0.081001,-0.20267,0.027293
PLA2R1,0.13034,0.57624,-0.17924,0.10855,-0.42257,-0.41545,-0.038804,-0.14272,-0.12823,-0.0021977,-0.03071,-0.078468
PLAA,-0.093333,0.37981,0.12896,0.73488,-0.25057,0.048706,-0.19287,0.022768,0.09545,-0.050435,-0.03004,-0.080248
PLAC1,0.079727,0.20201,0.23476,0.0273,0.095433,0.21221,0.0062337,0.11878,0.008683,0.10171,0.12416,0.043108
PLAC4,-0.10313,-0.15686,-0.76073,0.30062,-0.29358,-0.091035,-0.17695,-0.013642,-0.067419,-0.24478,-0.10013,-0.16189
PLAC8,0.01205,0.23159,0.022119,0.12353,0.12425,0.082614,-0.010386,-0.11799,0.047266,-0.060741,-0.14218,-0.021514
PLAC8L1,-0.2795,-0.2747,-0.14285,0.20082,0.066326,-0.3211,0.093537,0.21888,0.21268,0.12951,0.16418,0.082034
PLAC9,-0.045515,-0.10461,-0.031644,0.83033,0.46591,0.52761,-0.1819,-0.13167,-0.10178,-0.16496,-0.17122,-0.17786
PLAG1,-0.24365,0.17282,0.048257,0.31641,0.78215,-0.088187,0.088414,-0.063149,-0.19237,-0.16989,-0.1487,-0.3098
PLAGL1,0.43082,0.025751,-0.71747,0.45075,-0.57113,0.077214,-0.049005,-0.029513,0.40504,-0.085382,-0.16805,0.027225
PLAGL2,-0.14577,0.17535,0.18544,0.1912,0.0094323,-0.46378,0.01099,-0.044829,-0.0021045,-0.06701,-0.068964,-0.012064
PLAT,-0.17723,0.026808,-0.11227,0.17151,0.44428,0.80533,0.014378,0.014896,-0.065891,-0.053155,-0.11811,-0.26046
PLAU,-0.15305,0.45992,-0.34348,-0.11328,0.15195,0.0054718,0.092689,-0.072051,0.079049,0.19381,0.091437,0.00965
PLAUR,-0.099232,0.32479,0.3733,0.21776,-0.050737,-0.27778,-0.17098,-0.099518,0.1163,0.092462,0.13678,0.18781
PLB1,0.07839,0.060853,0.24251,0.34278,-0.1719,0.34806,-0.14289,0.19575,-0.076646,-0.16555,-0.086969,-0.090341
PLBD1,0.072078,0.35204,-0.30848,0.23572,0.22375,0.17019,0.048569,0.034061,0.15155,0.17926,0.079354,0.034062
PLBD2,0.024312,-0.044046,0.10155,0.33311,0.080015,0.23965,-0.18417,0.015715,-0.085039,-0.14622,-0.040907,-0.11744
PLCB1,-0.24425,0.25733,-0.17873,0.46976,0.19574,0.61652,-0.033807,0.084513,-0.096057,-0.10319,-0.027684,0.15946
PLCB2,0.4308,0.15469,0.26505,-0.1161,0.43915,0.0091929,0.12422,0.13645,0.23696,0.30921,0.31129,0.068523
PLCB3,0.29267,0.15392,0.43886,0.47212,0.11938,-0.40068,-0.12059,0.2564,-0.23308,0.21089,0.12328,0.12081
PLCB4,-0.43114,-0.058318,-0.33559,-0.081938,-0.14332,0.081564,-0.18359,-0.069378,0.041472,-0.083534,-0.054284,-0.32048
PLCD1,0.0081501,-0.16254,-0.29521,0.12787,0.27117,-0.29115,-0.11889,-0.12414,-0.17999,-0.044978,-0.25231,-0.26577
PLCD3,0.17838,0.10303,0.56596,0.44347,0.25358,0.69947,-0.021476,-0.23806,-0.2748,-0.046624,-0.047102,-0.6085
PLCD4,-0.13935,0.17774,-0.15874,0.36717,0.69295,0.19036,0.14779,0.068338,-0.081756,0.039212,-0.12804,-0.010768
PLCE1,0.44203,0.10748,-0.32385,-0.094132,0.20495,0.64641,0.029797,-0.050588,0.095639,-0.25577,-0.17855,-0.12698
PLCG1,-0.1686,-0.077512,-0.036338,0.17044,0.13439,0.44964,0.01432,0.18179,0.18704,0.066158,0.19499,-0.028141
PLCG2,0.2921,0.4981,0.18898,0.058204,0.16576,0.29774,-0.12701,-0.19897,-0.065064,0.018933,-0.03392,0.00020057
PLCH1,-0.03439,0.057323,-0.18999,0.36572,0.60066,-0.016653,-0.22606,0.0123,-0.24063,-0.1353,-0.14637,-0.10984
PLCH2,0.3788,0.56547,0.2877,0.51749,0.3542,0.738,-0.059783,0.011975,0.20272,0.061061,-0.012212,-0.038961
PLCL1,-0.27934,-0.24948,-0.14853,0.2102,0.2625,0.049071,-0.082453,0.050797,-0.15904,-0.035771,0.15857,0.13457
PLCL2,0.0083063,-0.43988,-0.037655,0.074843,-0.26299,-0.034673,0.060152,0.0094326,0.08755,0.064442,0.16748,0.050285
PLCXD1,0.038654,-0.057791,-0.088516,0.24754,0.052632,0.34297,-0.091883,0.18887,-0.00028389,-0.10516,0.2386,-0.19772
PLCXD2,0.40575,0.073554,0.65526,-0.15513,-0.012217,-0.17438,-0.02967,0.11849,0.17157,0.012524,-0.06865,0.11392
PLCXD3,-0.010088,0.2022,0.27016,0.62884,-0.099232,-0.05517,-0.19296,0.039296,0.13158,-0.057289,-0.01956,0.14198
PLCZ1,-0.25958,-0.23064,0.43085,-0.24635,0.38297,0.18879,0.025626,0.01196,-0.11148,-0.21072,-0.047146,-0.065368
PLD1,-0.043867,0.12911,0.19333,0.10154,0.21045,0.14596,-0.091521,0.16346,0.14852,-0.072593,0.0065929,0.20141
PLD2,0.052435,0.23658,0.06075,0.31021,0.23067,0.16106,0.019707,-0.11917,-0.1379,-0.022992,-0.30132,-0.32252
PLD3,-0.26127,-0.18207,-0.059769,1.397,-0.16674,0.26898,-0.054258,0.052718,0.18182,-0.2104,-0.008125,-0.012744
PLD4,-0.10284,0.027242,-0.30407,-0.0067151,0.44171,-0.30758,0.023304,-0.041723,-0.13564,-0.064071,-0.061631,0.071575
PLD5,-0.02596,-0.015621,0.29976,0.32384,0.44822,-0.050613,0.076961,-0.027348,-0.13209,-0.19556,-0.014537,-0.2366
PLD6,0.25794,0.13643,0.40361,0.24092,-0.31008,0.11636,0.11367,0.039139,-0.0013994,0.076145,0.073825,-0.21053
PLEC,0.071546,-0.68579,0.31748,0.24919,0.08381,-0.056297,-0.0017616,-0.023635,0.077423,0.028635,-0.16003,0.075437
PLEK,-0.024276,-0.20718,0.55764,0.28106,0.14086,0.028497,0.020334,-0.069547,-0.14853,-0.083547,0.12468,0.062634
PLEK2,0.022875,0.15561,0.011372,0.4762,-0.042501,0.089391,0.036813,0.078002,0.01623,-0.048962,-0.0078094,-0.021438
PLEKHA1,0.076689,-0.21259,0.11248,-0.14501,0.1539,0.16077,-0.23597,-0.15948,-0.032691,-0.087162,-0.17681,-0.20273
PLEKHA2,0.23621,0.12883,0.52525,0.29829,0.45208,0.14119,-0.1388,-0.016409,0.064877,0.0058337,-0.061297,0.045378
PLEKHA3,-0.15483,0.01356,0.19995,-0.039438,0.17361,-1.0237,-0.3128,-0.2899,0.022956,-0.030914,0.37393,-0.0897
PLEKHA4,-0.1583,0.27646,-0.27563,0.44382,0.77061,0.10227,-0.022619,0.02194,-0.13592,0.020468,-0.11331,-0.08395
PLEKHA5,-0.016111,0.035004,0.090486,-0.0035584,-0.044615,0.11961,-0.078198,0.0011426,-0.014023,-0.063644,0.021,-0.050213
PLEKHA6,-0.45512,-0.45249,-0.54105,-0.11994,0.17265,0.29555,-0.061917,-0.064341,-0.32868,-0.13229,0.04869,-0.1067
PLEKHA7,0.017287,-0.84819,-0.66383,0.032531,-0.17782,-0.064238,0.061457,-0.46638,-0.19912,0.25456,-0.35635,-0.22647
PLEKHA8,-0.56517,0.22699,-0.37081,-0.26028,0.74903,0.25799,0.21435,-0.16782,-0.39397,0.25312,-0.0089615,-0.24684
PLEKHB1,-0.063201,0.0029188,0.08994,0.064942,0.62151,-0.98548,-0.00068288,-0.065614,0.035705,-0.08756,-0.0084683,-0.24617
PLEKHB2,0.20416,0.35734,0.14848,0.18934,-0.11244,0.50982,0.024693,0.091848,0.15331,-0.0049414,-0.022452,0.14148
PLEKHD1,-0.34081,-0.43147,0.013998,0.03044,0.0066642,-0.25938,-0.14895,-0.049044,-0.48549,-0.15922,0.19373,-0.54213
PLEKHF1,-0.018986,-0.030577,0.86598,0.11392,0.25244,-0.29705,0.046258,0.12214,0.066136,-0.17434,-0.063473,0.092819
PLEKHF2,-0.086457,0.32136,0.41232,0.40962,0.094405,1.0944,0.11516,-0.077095,-0.050293,-0.30854,0.2208,0.23386
PLEKHG1,-0.005336,-0.0033779,0.30446,0.04744,0.12493,-0.23853,-0.018155,0.041134,-0.10031,-0.037491,-0.012269,-0.29782
PLEKHG2,0.20859,0.31282,0.42402,0.74882,-0.3084,1.0777,-0.012009,-0.052357,0.21596,0.06759,0.079297,0.31259
PLEKHG3,-0.21787,0.063994,-0.045477,0.056945,-0.17511,-0.25318,0.056952,-0.11873,-0.092719,-0.086783,-0.23463,-0.17726
PLEKHG4,-0.15554,-0.12754,0.30653,0.48655,0.47583,0.15425,0.0019076,0.057778,-0.02526,-0.050245,-0.10478,-0.074491
PLEKHG4B,0.27024,-0.080648,-0.28701,0.39101,-0.2587,0.34489,0.22094,0.14696,0.078657,-0.12142,-0.034576,-0.15088
PLEKHG5,0.026673,0.33791,0.67105,0.39921,0.19807,0.97957,0.14667,-0.12547,-0.013736,0.050835,-0.18521,-0.0098412
PLEKHG6,-0.42855,0.16977,-0.38173,0.88118,0.85465,-0.32514,0.13547,-0.12258,-0.20087,0.020303,0.070197,-0.13678
PLEKHG7,-0.41987,0.027036,0.049198,0.42984,-0.18325,-0.58928,-0.1419,0.047492,-0.071026,-0.012321,-0.03189,-0.15552
PLEKHH1,-0.042529,-0.026305,-0.019629,0.34905,-0.2032,-0.35482,0.16457,-0.12347,0.23906,0.026328,-0.0012906,0.22698
PLEKHH2,-0.0034148,0.31004,0.20901,0.64243,0.26064,0.89594,0.021623,-0.13321,-0.17064,-0.11222,-0.027387,0.046848
PLEKHH3,0.0022053,0.14486,-0.03813,0.0084399,-0.098556,0.18037,-0.022473,-0.097474,-0.11751,-0.026529,-0.069903,-0.27914
PLEKHJ1,0.028192,0.027358,-0.0069272,-0.050055,-0.015745,-0.056145,-0.13918,0.0028014,-0.20269,-0.052864,0.056772,-0.030728
PLEKHM1,0.22996,0.099578,0.67522,0.18844,-0.38587,-0.63514,-0.096364,0.13047,0.25323,-0.20813,-0.030806,-0.12181
PLEKHM2,-0.22789,-0.43506,-0.13942,-0.086017,0.29142,0.31471,0.17133,0.021188,-0.17276,0.10369,0.041831,0.10219
PLEKHM3,0.098743,-0.19226,-0.12988,0.20218,-0.033281,0.091917,0.078151,0.13457,-0.10119,0.25791,-0.024038,0.093249
PLEKHN1,0.051381,-0.026306,0.40961,0.17915,-0.10124,0.11693,-0.0079665,0.068331,-0.046951,-0.20027,-0.16482,-0.37303
PLEKHO1,0.33253,-0.11821,0.23524,0.5102,0.041714,-0.38196,-0.052329,-0.026235,-0.021821,0.037839,0.047263,0.097552
PLEKHO2,-0.33159,-0.43087,-0.1613,0.67141,0.32724,-0.29128,-0.24008,-0.070862,-0.084669,0.059608,0.011941,-0.093252
PLEKHS1,-0.0331,0.29667,0.53595,0.14731,0.0087299,0.29101,0.24692,0.11969,-0.14423,0.22703,-0.0047524,-0.06597
PLET1,0.0058442,0.27052,-0.0057109,0.18735,0.074894,0.44154,0.11312,0.031802,0.12996,0.10514,0.037043,0.1762
PLG,-0.18637,0.1826,0.16286,0.18731,0.11991,0.053761,-0.10915,-0.086405,0.0027743,-0.22659,-0.20152,-0.08968
PLGLB1,0.22435,0.64203,-0.39392,0.87978,-0.15225,0.10429,0.20032,0.45411,0.63015,0.20818,0.41874,0.18774
PLGLB2,-0.03563,0.085164,0.34672,0.37193,-0.092895,0.5088,0.22405,0.23906,0.12176,0.12322,0.2745,0.091014
PLGRKT,0.0022286,0.35234,0.218,0.1666,-0.10421,0.30905,-0.12835,0.039018,-0.12086,0.10715,0.21741,0.060097
